# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
1800. 0. 0.4 9
# ptlow ptup value err
0. 1. 0.538860103626943 0.1713765327309972
1. 2. 1.1709844559585494 0.22309896519804132
2. 3. 1.1761658031088082 0.20273572587060987
3. 4. 1.1191709844559588 0.20556305103499867
4. 6. 1.0362694300518136 0.17003978322717037
6. 8. 0.6217616580310881 0.11871957758952954
8. 10. 0.37823834196891193 0.07028321226036548
10. 14. 0.1658031088082902 0.036637657056297804
14. 20. 0.05699481865284975 0.015544041450777205
