# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 0. 1.2 25
# ptlow ptup value err
0. 1. 0.27625321100917427 0.0682208624464069
1. 2. 0.6431711009174311 0.20991497301418854
2. 3. 0.9500811926605505 0.6561256025259836
3. 4. 0.9320004587155963 1.3161353969617557
4. 5. 0.9152128440366972 1.5578232124878086
5. 6. 0.8408376146788991 1.4331140881575104
6. 7. 0.7945247706422018 1.167816147924353
7. 8. 0.6732646788990826 0.8690233482229025
8. 9. 0.557405504587156 0.5153557479788032
9. 10. 0.4292385321100917 0.311802148174277
10. 12. 0.2986637614678899 0.16057867324823405
12. 14. 0.21858256880733948 0.08957665296127372
14. 16. 0.14481743119266055 0.047572709526498676
16. 18. 0.09139311926605503 0.02532270733918362
18. 20. 0.06122981651376146 0.01481514546185665
20. 22. 0.043394495412844035 0.009362337246863793
22. 24. 0.028023394495412843 0.005496500884003188
24. 26. 0.020072018348623853 0.0036318968910687157
26. 28. 0.015219266055045871 0.002620296958070278
28. 30. 0.009578440366972477 0.0015413495917843982
30. 32. 0.007396788990825688 0.0011752975723064371
32. 36. 0.003930275229357799 0.0005868620250491113
36. 40. 0.0024591743119266054 0.0003664391192896563
40. 50. 0.0008839449541284403 0.00013234799552646072
50. 70. 0.00025183486238532113 0.000050529558276063626
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 1.2 2.25 24
# ptlow ptup value err
0. 1. 0.4074100917431193 0.13500266504896252
1. 2. 0.693347247706422 0.36979213777091546
2. 3. 0.8149935779816514 0.4057893704922372
3. 4. 0.866152752293578 1.234044066579487
4. 5. 1.1945091743119265 2.3628807319731133
5. 6. 1.012684862385321 2.1427363818303453
6. 7. 0.8031876146788991 1.7645697828195221
7. 8. 0.7551142201834863 1.6058583965871085
8. 9. 0.6022798165137615 1.24330318263775
9. 10. 0.5141711009174312 0.9733825565630282
10. 12. 0.3772623853211009 0.5716708265258653
12. 14. 0.22375458715596333 0.28567744015914615
14. 16. 0.13011238532110092 0.12027879195942756
16. 18. 0.1201605504587156 0.14069518030496656
18. 20. 0.06676926605504586 0.06123292073043744
20. 22. 0.042232110091743116 0.02615791626660058
22. 24. 0.03302614678899083 0.023028719266047444
24. 26. 0.01956605504587156 0.010677173735112849
26. 28. 0.011683486238532109 0.0049075222591802685
28. 30. 0.012627064220183485 0.005691317900494683
30. 32. 0.0057068807339449535 0.0016883290342928896
32. 36. 0.0033133027522935783 0.0012767730409899815
36. 40. 0.0020711009174311924 0.0009052583484199737
40. 50. 0.0010944954128440368 0.00024328754778346005
