# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 0. 0.4 7
# ptlow ptup value err
0. 2. 5.443548387096774 0.17641129032258063
2. 4. 9.753024193548386 0.30241935483870963
4. 6. 8.94657258064516 0.2772177419354838
6. 8. 5.64516129032258 0.17641129032258063
8. 11. 3.192204301075268 0.084005376344086
11. 15. 1.1517137096774193 0.037802419354838704
15. 50. 0.07330069124423963 0.002736175115207373
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 0.4 0.8 7
# ptlow ptup value err
0. 2. 5.544354838709677 0.25201612903225806
2. 4. 10.307459677419354 0.30241935483870963
4. 6. 9.24899193548387 0.2772177419354838
6. 8. 5.821572580645161 0.20161290322580644
8. 11. 3.024193548387096 0.084005376344086
11. 15. 1.1529737903225805 0.037802419354838704
15. 50. 0.07085253456221198 0.002736175115207373
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 0.8 1.2 7
# ptlow ptup value err
0. 2. 4.989919354838711 0.17641129032258068
2. 4. 10.735887096774196 0.30241935483870974
4. 6. 8.341733870967744 0.2520161290322581
6. 8. 5.468750000000001 0.17641129032258068
8. 11. 2.923387096774194 0.08400537634408604
11. 15. 1.1076108870967745 0.03780241935483872
15. 50. 0.06941244239631338 0.0025921658986175116
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 1.2 1.6 7
# ptlow ptup value err
0. 2. 5.115927419354837 0.17641129032258057
2. 4. 10.48387096774193 0.25201612903225795
4. 6. 7.938508064516126 0.22681451612903217
6. 8. 5.418346774193546 0.1512096774193548
8. 11. 2.7721774193548376 0.08232526881720426
11. 15. 1.0937499999999996 0.0365423387096774
15. 50. 0.06984447004608292 0.0027361751152073723
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 1.6 2. 7
# ptlow ptup value err
0. 2. 5.317540322580646 0.17641129032258068
2. 4. 10.105846774193552 0.2520161290322581
4. 6. 8.316532258064518 0.22681451612903228
6. 8. 4.808467741935485 0.15625000000000003
8. 11. 2.5319220430107534 0.08568548387096776
11. 15. 0.9400201612903227 0.03780241935483872
15. 50. 0.06696428571428573 0.0030241935483870967
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 2. 2.4 7
# ptlow ptup value err
0. 2. 3.402217741935485 0.17641129032258068
2. 4. 8.518145161290326 0.22681451612903228
4. 6. 7.283266129032259 0.30241935483870974
6. 8. 3.7802419354838714 0.22681451612903228
8. 11. 2.116935483870968 0.11760752688172045
11. 15. 0.8404737903225807 0.060483870967741944
15. 50. 0.05126728110599079 0.004752304147465438
