# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 0. 1.2 25
# ptlow ptup value err
0. 1. 0.7305279792746114 0.18572010424270893
1. 2. 1.9258865284974094 0.7533422677832368
2. 3. 2.274373575129534 2.509958921199112
3. 4. 2.7788694300518135 5.243348011365002
4. 5. 2.6433523316062173 5.504635539605154
5. 6. 2.1471735751295333 4.172249494586389
6. 7. 1.8347160621761656 3.0545925960372045
7. 8. 1.5355637305699483 2.0452675395595716
8. 9. 1.1726720207253887 1.1429693331854205
9. 10. 0.9872502590673575 0.7204279743078181
10. 12. 0.6534476683937824 0.36558556253980357
12. 14. 0.4113642487046632 0.17033644404780274
14. 16. 0.27684248704663217 0.09063648516918556
16. 18. 0.17146373056994818 0.04771546302217386
18. 20. 0.10736424870466321 0.02575645495687548
20. 22. 0.06928963730569948 0.01483014346702317
22. 24. 0.04652383419689119 0.008997450099789904
24. 26. 0.03150621761658031 0.005603262368398003
26. 28. 0.021668911917098445 0.0036467453863415016
28. 30. 0.0153419689119171 0.0024400602033160163
30. 32. 0.01084455958549223 0.0016809332302237514
32. 36. 0.006678756476683938 0.0009204391599672774
36. 40. 0.003853367875647669 0.000522004718251861
40. 50. 0.001649222797927461 0.00020557676348765367
50. 70. 0.000389119170984456 0.000060233021338075076
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 1.2 2.25 24
# ptlow ptup value err
0. 1. 1.045181865284974 0.2893223527525133
1. 2. 2.897453367875648 1.0854621378461442
2. 3. 2.1213119170984456 2.1647386798905517
3. 4. 3.02000414507772 6.381233188118438
4. 5. 3.1145751295336788 7.691108002607585
5. 6. 2.678252849740933 7.036720096589212
6. 7. 2.3320487046632126 6.259714769261209
7. 8. 1.8518056994818652 4.503402757961478
8. 9. 1.4646652849740933 3.2375310361974945
9. 10. 1.1303103626943005 2.219896203699655
10. 12. 0.7895611398963731 1.381735405771182
12. 14. 0.4744310880829016 0.6410741889719637
14. 16. 0.3033212435233161 0.35714180298201814
16. 18. 0.16953523316062177 0.14972442466062585
18. 20. 0.10461347150259068 0.07810682444657567
20. 22. 0.07081036269430052 0.04990431296890144
22. 24. 0.04087564766839378 0.01913583640465279
24. 26. 0.03550621761658031 0.019883962086068793
26. 28. 0.025802072538860105 0.013619670344018574
28. 30. 0.013648704663212436 0.004186603203047619
30. 32. 0.010850777202072538 0.005658396095573314
32. 36. 0.007516580310880829 0.002115794274424833
36. 40. 0.003239896373056995 0.0008728394126252276
40. 50. 0.0016569948186528497 0.0006825441130167765
