# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
8000. 2. 2.5 15
# ptlow ptup value err
0. 1. 2.9798387096774195 0.28217164575678877
1. 2. 7.971774193548386 0.640532792341279
2. 3. 10.004032258064516 0.7790714943702347
3. 4. 9.59274193548387 0.7589433820991194
4. 5. 8.89516129032258 0.7027128011907398
5. 6. 7.306451612903225 0.5997907630309703
6. 7. 5.649193548387096 0.49110850637758285
7. 8. 4.282258064516129 0.3639769063353792
8. 9. 3.036290322580645 0.28194106623247317
9. 10. 2.4556451612903225 0.22677643049417523
10. 11. 2.07258064516129 0.2039382034903515
11. 12. 1.3991935483870968 0.15333188178896404
12. 13. 1.1975806451612903 0.12323150637045263
13. 14. 0.8991935483870968 0.10216822144612843
14. 15. 0.6290322580645161 0.0846774193548387
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
8000. 2.5 3. 15
# ptlow ptup value err
0. 1. 2.6088709677419355 0.2194156106518192
1. 2. 7.483870967741935 0.5675322651694127
2. 3. 9.213709677419354 0.6888555598310095
3. 4. 9.818548387096774 0.729771873610519
4. 5. 8.028225806451612 0.6050671611572769
5. 6. 7.153225806451613 0.5430240603074976
6. 7. 5.169354838709677 0.3977654481185633
7. 8. 4.286290322580645 0.341125219226764
8. 9. 2.9838709677419355 0.24334268176797758
9. 10. 2.286290322580645 0.1902012325011412
10. 11. 1.7903225806451613 0.15767108706465444
11. 12. 1.2540322580645162 0.11468921494619268
12. 13. 0.8669354838709677 0.09034417944519386
13. 14. 0.6774193548387097 0.07145179494624739
14. 15. 0.5564516129032259 0.06324349653773437
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
8000. 3. 3.5 15
# ptlow ptup value err
0. 1. 2.504032258064516 0.20800355446014407
1. 2. 6.338709677419354 0.48716953633000454
2. 3. 8.491935483870968 0.6395547724565147
3. 4. 8.47983870967742 0.6424464047175011
4. 5. 7.459677419354838 0.5645737297802302
5. 6. 6.508064516129032 0.49611524163894866
6. 7. 4.67741935483871 0.36722338935572496
7. 8. 3.7862903225806455 0.3050157362754426
8. 9. 2.512096774193548 0.20706342058818983
9. 10. 2.060483870967742 0.1752061369548422
10. 11. 1.3266129032258063 0.12090051895616893
11. 12. 1.032258064516129 0.09786017015735159
12. 13. 0.6854838709677419 0.07179231376921313
13. 14. 0.5120967741935484 0.05787379070325534
14. 15. 0.41935483870967744 0.04987627772924589
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
8000. 3.5 4. 15
# ptlow ptup value err
0. 1. 2.096774193548387 0.19987151179667306
1. 2. 5.161290322580645 0.41832612657946694
2. 3. 6.737903225806451 0.5360022267647535
3. 4. 6.709677419354839 0.5271782274096064
4. 5. 6.004032258064516 0.47895690186043904
5. 6. 4.080645161290323 0.33671165684353493
6. 7. 3.1895161290322576 0.2713922366203845
7. 8. 2.5766129032258065 0.22630992258713356
8. 9. 1.8951612903225805 0.17492751583454724
9. 10. 1.4032258064516128 0.14026231557198457
10. 11. 0.9475806451612903 0.10614876275071115
11. 12. 0.717741935483871 0.08667010185566403
12. 13. 0.5403225806451613 0.06984075836971279
13. 14. 0.4032258064516129 0.056595438901686286
14. 15. 0.2903225806451613 0.04526198451742671
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
8000. 4. 4.5 15
# ptlow ptup value err
0. 1. 1.6008064516129032 0.26019783556293025
1. 2. 3.330645161290322 0.4080756724217661
2. 3. 5.056451612903226 0.5304527055645875
3. 4. 5.249999999999999 0.5325329202352049
4. 5. 3.854838709677419 0.4135964757406151
5. 6. 2.7580645161290325 0.31956758146894454
6. 7. 2.3588709677419355 0.28297719450843145
7. 8. 1.6612903225806452 0.22359952633889954
8. 9. 1.2298387096774193 0.1821670483560729
9. 10. 0.6653225806451613 0.12309949614898183
10. 11. 0.5403225806451613 0.1051484258903653
11. 12. 0.48790322580645157 0.09991541688196666
12. 13. 0.2661290322580645 0.07156548124717277
13. 14. 0.13709677419354838 0.04526198451742671
14. 15. 0.0282258064516129 0.020560562554809616
