# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
8000. 2. 2.5 15
# ptlow ptup value err
0. 1. 0.7512953367875648 0.10781684998282287
1. 2. 1.7202072538860107 0.1989259463259323
2. 3. 2.5544041450777204 0.25457240407333154
3. 4. 2.9430051813471505 0.2810373393227071
4. 5. 2.4041450777202074 0.23602159531461916
5. 6. 2.6476683937823835 0.2568297146402846
6. 7. 2.2487046632124352 0.22483703579012576
7. 8. 1.4818652849740934 0.16813451543614458
8. 9. 1.0984455958549224 0.12963726428183217
9. 10. 1.0829015544041452 0.12994752542989071
10. 11. 0.8290155440414508 0.10542481839054822
11. 12. 0.7720207253886011 0.10113586163701108
12. 13. 0.40414507772020725 0.07028321226036548
13. 14. 0.29015544041450775 0.056758814249240015
14. 15. 0.2072538860103627 0.04691909397998662
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
8000. 2.5 3. 15
# ptlow ptup value err
0. 1. 0.7875647668393783 0.09539871833949208
1. 2. 2.207253886010363 0.19462839348179223
2. 3. 2.813471502590674 0.24286096674109772
3. 4. 3.160621761658031 0.26561669674562277
4. 5. 2.3367875647668397 0.20286810311349115
5. 6. 2.533678756476684 0.2175548888623525
6. 7. 1.8082901554404145 0.1656411125714589
7. 8. 1.5181347150259068 0.14782738463924464
8. 9. 1.227979274611399 0.12140284470321226
9. 10. 0.83419689119171 0.09225126328893708
10. 11. 0.694300518134715 0.08159593651825711
11. 12. 0.5284974093264249 0.06408972475053358
12. 13. 0.538860103626943 0.06408972475053358
13. 14. 0.3626943005181347 0.049154575028524036
14. 15. 0.3005181347150259 0.04663212435233162
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
8000. 3. 3.5 15
# ptlow ptup value err
0. 1. 0.6062176165803109 0.07066415387039304
1. 2. 2.0207253886010363 0.18164298593738967
2. 3. 2.3316062176165806 0.2014738040955812
3. 4. 2.497409326424871 0.21724616884183034
4. 5. 2.0466321243523318 0.18201210435492535
5. 6. 1.9740932642487048 0.17993528864440766
6. 7. 1.5181347150259068 0.14368315672395907
7. 8. 1.3212435233160622 0.12922242397243447
8. 9. 0.8963730569948187 0.0956797166456963
9. 10. 0.6839378238341969 0.07789272734908242
10. 11. 0.694300518134715 0.08159593651825711
11. 12. 0.5233160621761658 0.06345828349179218
12. 13. 0.4352331606217617 0.06130652624973695
13. 14. 0.2797927461139897 0.04663212435233162
14. 15. 0.18134715025906736 0.03514160613018274
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
8000. 3.5 4. 14
# ptlow ptup value err
0. 1. 0.5803108808290155 0.08823516251775337
1. 2. 1.362694300518135 0.150972044397238
2. 3. 1.8134715025906738 0.1838465803026961
3. 4. 2.3160621761658033 0.2242990758747499
4. 5. 2.1036269430051817 0.2055630510349987
5. 6. 1.4715025906735753 0.1580098516267037
6. 7. 1.0259067357512954 0.11826644777734019
7. 8. 1.0414507772020727 0.12239390477738567
8. 9. 0.766839378238342 0.10179731971185753
9. 10. 0.45077720207253885 0.06970789661696224
10. 11. 0.3367875647668394 0.0634582834917922
11. 12. 0.3626943005181347 0.06282049561130644
12. 13. 0.13989637305699484 0.0380749700950753
13. 14. 0.2227979274611399 0.04457163350799289
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
8000. 4. 4.5 5
# ptlow ptup value err
4. 5. 0.7512953367875648 0.15902600262407054
5. 6. 0.6632124352331608 0.15247605149805346
6. 7. 1.0103626943005182 0.1816429859373897
7. 8. 0.8808290155440415 0.16773486068641083
8. 9. 0.45077720207253885 0.11328088657552046
