# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 0. 0.4 3
# ptlow ptup value err
0. 7. 0.81913499344692 0.0573394495412844
7. 12. 0.5584862385321101 0.04128440366972477
12. 38. 0.06417607621736063 0.003749117854622442
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 0.4 0.8 3
# ptlow ptup value err
0. 7. 0.942005242463958 0.0655307994757536
7. 12. 0.6399082568807339 0.04357798165137615
12. 38. 0.056677840508115744 0.003749117854622442
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 0.8 1.2 3
# ptlow ptup value err
0. 7. 0.8928571428571429 0.06553079947575362
7. 12. 0.6639908256880737 0.04587155963302754
12. 38. 0.055134086097388874 0.003749117854622443
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 1.2 1.6 3
# ptlow ptup value err
0. 7. 0.9256225425950192 0.06553079947575358
7. 12. 0.5504587155963301 0.04243119266055045
12. 38. 0.06086803105151727 0.004190190543401551
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 1.6 2. 3
# ptlow ptup value err
0. 7. 0.9583879423328966 0.06553079947575362
7. 12. 0.39105504587155976 0.04128440366972478
12. 38. 0.053590331686661975 0.0046312632321806645
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 2. 2.4 3
# ptlow ptup value err
0. 7. 0.8600917431192661 0.09829619921363042
7. 12. 0.419724770642202 0.08142201834862388
12. 38. 0.05094389555398731 0.008159844742413554
