# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000. 0. 2.4 24
# ptlow ptup value err
0. 0.5 1.443212365591398 0.07728494623655914
0.5 1. 4.418682795698925 0.15120967741935482
1. 1.5 6.283602150537634 0.16801075268817203
1.5 2. 8.484543010752688 0.20161290322580644
2. 3. 9.744623655913978 0.16801075268817203
3. 4. 10.181451612903226 0.21001344086021506
4. 5. 9.106182795698926 0.19321236559139784
5. 6. 7.384072580645161 0.14280913978494625
6. 7. 5.71236559139785 0.14280913978494625
7. 8. 4.670698924731183 0.09240591397849461
8. 9. 3.519825268817204 0.07560483870967741
9. 10. 2.7805779569892475 0.06720430107526881
10. 11. 1.9993279569892473 0.05040322580645161
11. 12. 1.5062163978494623 0.04368279569892473
12. 13. 1.2189180107526882 0.035282258064516125
13. 14. 0.8316532258064516 0.026041666666666664
14. 15. 0.6300403225806451 0.022681451612903226
15. 16. 0.4998319892473118 0.019321236559139785
16. 18. 0.3074596774193548 0.010500672043010752
18. 20. 0.21001344086021506 0.007980510752688172
20. 22. 0.1268481182795699 0.006300403225806451
22. 25. 0.06636424731182795 0.003640232974910394
25. 30. 0.03444220430107527 0.0020161290322580645
30. 50. 0.005166330645161291 0.0003780241935483871
