# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
1800. 0. 0.4 9
# ptlow ptup value err
0. 1. 0.28440366972477066 0.10328743347887802
1. 2. 0.47247706422018354 0.13561234402838976
2. 3. 0.5825688073394495 0.14234973072644863
3. 4. 0.6605504587155964 0.181003850063751
4. 6. 0.44495412844036697 0.10893891822970567
6. 8. 0.26605504587155965 0.07757584644627415
8. 10. 0.26605504587155965 0.06239206655383231
10. 14. 0.0963302752293578 0.026351204800633164
14. 20. 0.01834862385321101 0.006741714888394069
