# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
8000. 2. 2.5 15
# ptlow ptup value err
0. 1. 0.22018348623853212 0.04961767810271545
1. 2. 0.8211009174311926 0.11028270899239734
2. 3. 1.1697247706422018 0.13807263250726984
3. 4. 1.0504587155963303 0.12827643535880334
4. 5. 1.0825688073394497 0.12827643535880334
5. 6. 0.8990825688073396 0.11282911813072334
6. 7. 0.981651376146789 0.12248651305338247
7. 8. 0.6284403669724771 0.08763749162634313
8. 9. 0.6513761467889908 0.09322202492156687
9. 10. 0.39908256880733944 0.06710430659783392
10. 11. 0.44036697247706424 0.07150668471614631
11. 12. 0.37155963302752293 0.06171387177556748
12. 13. 0.2889908256880734 0.05149069798312764
13. 14. 0.45871559633027525 0.06834708452179514
14. 15. 0.1834862385321101 0.039460207646984526
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
8000. 2.5 3. 15
# ptlow ptup value err
0. 1. 0.2522935779816514 0.04128440366972477
1. 2. 0.8348623853211009 0.08811638858852544
2. 3. 0.7935779816513763 0.08445849834643106
3. 4. 1.2018348623853212 0.11730928305086626
4. 5. 0.8256880733944955 0.08775746087022473
5. 6. 1. 0.10102163094286808
6. 7. 0.8669724770642202 0.09128325111069907
7. 8. 0.7385321100917432 0.08167198997598558
8. 9. 0.573394495412844 0.06583807382755653
9. 10. 0.47706422018348627 0.05945633668264092
10. 11. 0.3394495412844037 0.049191767407172515
11. 12. 0.27064220183486243 0.04204197885280587
12. 13. 0.24311926605504589 0.03726623121392642
13. 14. 0.2110091743119266 0.036119302174366104
14. 15. 0.10091743119266057 0.025124887958952576
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
8000. 3. 3.5 15
# ptlow ptup value err
0. 1. 0.21559633027522937 0.035234613522333064
1. 2. 0.7935779816513763 0.08775746087022473
2. 3. 0.9770642201834864 0.10070870825734014
3. 4. 1.0458715596330277 0.10718643528025618
4. 5. 0.9128440366972477 0.09741633294309772
5. 6. 0.8440366972477064 0.09093682386054591
6. 7. 0.9082568807339451 0.097739797030562
7. 8. 0.5504587155963303 0.06941626582762182
8. 9. 0.426605504587156 0.0561809574032839
9. 10. 0.49541284403669733 0.06256046649993513
10. 11. 0.3119266055045872 0.04351758247938137
11. 12. 0.1834862385321101 0.035234613522333064
12. 13. 0.13761467889908258 0.029011721652920913
13. 14. 0.16972477064220184 0.031111605427180132
14. 15. 0.16055045871559634 0.031111605427180132
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
8000. 3.5 4. 14
# ptlow ptup value err
0. 1. 0.15137614678899083 0.037826657115758354
1. 2. 0.8761467889908258 0.10864880075529368
2. 3. 0.9174311926605505 0.11142163120634055
3. 4. 0.853211009174312 0.1047037817478287
4. 5. 0.8486238532110092 0.1047037817478287
5. 6. 0.5045871559633028 0.07410777257524546
6. 7. 0.426605504587156 0.06788370911444377
7. 8. 0.37155963302752293 0.06171387177556748
8. 9. 0.3669724770642202 0.06171387177556748
9. 10. 0.3623853211009175 0.05765965637603916
10. 11. 0.1651376146788991 0.03919267773081436
11. 12. 0.23394495412844035 0.0454105272321636
12. 13. 0.20642201834862386 0.043758678964080075
13. 14. 0.03211009174311927 0.014505860826460456
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
8000. 4. 4.5 5
# ptlow ptup value err
4. 5. 0.2889908256880734 0.09467783229610227
5. 6. 0.24311926605504589 0.08024245726851331
6. 7. 0.045871559633027525 0.032436090880116855
7. 8. 0.3348623853211009 0.09023997969222937
8. 9. 0.13761467889908258 0.05580516082842404
