# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
7000.0 2.0 2.5 200
# ptlow ptup value err
0.0 0.376884422111 0.0 0.0
0.376884422111 0.753768844221 0.0 0.0
0.753768844221 1.13065326633 0.0 0.0
1.13065326633 1.50753768844 0.0 0.0
1.50753768844 1.88442211055 0.0 0.0
1.88442211055 2.26130653266 0.0 0.0
2.26130653266 2.63819095477 0.0 0.0
2.63819095477 3.01507537688 0.0 0.0
3.01507537688 3.39195979899 0.0 0.0
3.39195979899 3.76884422111 0.0 0.0
3.76884422111 4.14572864322 0.0 0.0
4.14572864322 4.52261306533 0.0 0.0
4.52261306533 4.89949748744 0.0 0.0
4.89949748744 5.27638190955 0.0 0.0
5.27638190955 5.65326633166 0.0 0.0
5.65326633166 6.03015075377 0.0 0.0
6.03015075377 6.40703517588 0.0 0.0
6.40703517588 6.78391959799 0.0 0.0
6.78391959799 7.1608040201 0.0 0.0
7.1608040201 7.53768844221 0.0 0.0
7.53768844221 7.91457286432 0.0 0.0
7.91457286432 8.29145728643 0.0 0.0
8.29145728643 8.66834170854 0.0 0.0
8.66834170854 9.04522613065 0.0 0.0
9.04522613065 9.42211055276 0.0 0.0
9.42211055276 9.79899497487 0.0 0.0
9.79899497487 10.175879397 0.0 0.0
10.175879397 10.5527638191 0.0 0.0
10.5527638191 10.9296482412 0.0 0.0
10.9296482412 11.3065326633 0.0 0.0
11.3065326633 11.6834170854 0.0 0.0
11.6834170854 12.0603015075 0.0 0.0
12.0603015075 12.4371859296 0.0 0.0
12.4371859296 12.8140703518 0.0 0.0
12.8140703518 13.1909547739 0.0 0.0
13.1909547739 13.567839196 0.0 0.0
13.567839196 13.9447236181 0.0 0.0
13.9447236181 14.3216080402 0.0 0.0
14.3216080402 14.6984924623 0.0 0.0
14.6984924623 15.0753768844 0.0 0.0
15.0753768844 15.4522613065 0.0 0.0
15.4522613065 15.8291457286 0.0 0.0
15.8291457286 16.2060301508 0.0 0.0
16.2060301508 16.5829145729 0.0 0.0
16.5829145729 16.959798995 0.0 0.0
16.959798995 17.3366834171 0.0 0.0
17.3366834171 17.7135678392 0.0 0.0
17.7135678392 18.0904522613 0.0 0.0
18.0904522613 18.4673366834 0.0 0.0
18.4673366834 18.8442211055 0.0 0.0
18.8442211055 19.2211055276 0.0 0.0
19.2211055276 19.5979899497 0.0 0.0
19.5979899497 19.9748743719 0.0 0.0
19.9748743719 20.351758794 0.0 0.0
20.351758794 20.7286432161 0.0 0.0
20.7286432161 21.1055276382 0.0 0.0
21.1055276382 21.4824120603 0.0 0.0
21.4824120603 21.8592964824 0.0 0.0
21.8592964824 22.2361809045 0.0 0.0
22.2361809045 22.6130653266 0.0 0.0
22.6130653266 22.9899497487 0.0 0.0
22.9899497487 23.3668341709 0.0 0.0
23.3668341709 23.743718593 0.0 0.0
23.743718593 24.1206030151 0.0 0.0
24.1206030151 24.4974874372 0.0 0.0
24.4974874372 24.8743718593 0.0 0.0
24.8743718593 25.2512562814 0.0 0.0
25.2512562814 25.6281407035 0.0 0.0
25.6281407035 26.0050251256 0.0 0.0
26.0050251256 26.3819095477 0.0 0.0
26.3819095477 26.7587939698 0.0 0.0
26.7587939698 27.135678392 0.0 0.0
27.135678392 27.5125628141 0.0 0.0
27.5125628141 27.8894472362 0.0 0.0
27.8894472362 28.2663316583 0.0 0.0
28.2663316583 28.6432160804 0.0 0.0
28.6432160804 29.0201005025 0.0 0.0
29.0201005025 29.3969849246 0.0 0.0
29.3969849246 29.7738693467 0.0 0.0
29.7738693467 30.1507537688 0.0 0.0
30.1507537688 30.527638191 0.0 0.0
30.527638191 30.9045226131 0.0 0.0
30.9045226131 31.2814070352 0.0 0.0
31.2814070352 31.6582914573 0.0 0.0
31.6582914573 32.0351758794 0.0 0.0
32.0351758794 32.4120603015 0.0 0.0
32.4120603015 32.7889447236 0.0 0.0
32.7889447236 33.1658291457 0.0 0.0
33.1658291457 33.5427135678 0.0 0.0
33.5427135678 33.9195979899 0.0 0.0
33.9195979899 34.2964824121 0.0 0.0
34.2964824121 34.6733668342 0.0 0.0
34.6733668342 35.0502512563 0.0 0.0
35.0502512563 35.4271356784 0.0 0.0
35.4271356784 35.8040201005 0.0 0.0
35.8040201005 36.1809045226 0.0 0.0
36.1809045226 36.5577889447 0.0 0.0
36.5577889447 36.9346733668 0.0 0.0
36.9346733668 37.3115577889 0.0 0.0
37.3115577889 37.6884422111 0.0 0.0
37.6884422111 38.0653266332 0.0 0.0
38.0653266332 38.4422110553 0.0 0.0
38.4422110553 38.8190954774 0.0 0.0
38.8190954774 39.1959798995 0.0 0.0
39.1959798995 39.5728643216 0.0 0.0
39.5728643216 39.9497487437 0.0 0.0
39.9497487437 40.3266331658 0.0 0.0
40.3266331658 40.7035175879 0.0 0.0
40.7035175879 41.0804020101 0.0 0.0
41.0804020101 41.4572864322 0.0 0.0
41.4572864322 41.8341708543 0.0 0.0
41.8341708543 42.2110552764 0.0 0.0
42.2110552764 42.5879396985 0.0 0.0
42.5879396985 42.9648241206 0.0 0.0
42.9648241206 43.3417085427 0.0 0.0
43.3417085427 43.7185929648 0.0 0.0
43.7185929648 44.0954773869 0.0 0.0
44.0954773869 44.472361809 0.0 0.0
44.472361809 44.8492462312 0.0 0.0
44.8492462312 45.2261306533 0.0 0.0
45.2261306533 45.6030150754 0.0 0.0
45.6030150754 45.9798994975 0.0 0.0
45.9798994975 46.3567839196 0.0 0.0
46.3567839196 46.7336683417 0.0 0.0
46.7336683417 47.1105527638 0.0 0.0
47.1105527638 47.4874371859 0.0 0.0
47.4874371859 47.864321608 0.0 0.0
47.864321608 48.2412060302 0.0 0.0
