    0.500000        2772.87        0.00000        447.000        65.4981    
     1.50000        3044.76        0.00000        807.000        110.824    
     2.50000        1945.42        0.00000        588.000        81.2650    
     3.50000        1019.37        0.00000        315.000        44.4522    
     4.50000        461.305        0.00000        163.000        23.0000    
     5.50000        196.220        0.00000        76.0000        10.6301    
     6.50000        86.8940        0.00000        34.0000        4.83942    
     7.50000        40.4484        0.00000        17.0000        2.53377    
     8.50000        19.7101        0.00000        8.50000        1.27279    
     9.50000        10.0791        0.00000        4.10000       0.616441    
     10.5000        5.34622        0.00000        2.20000       0.374166    
