# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
200. 0. 0.35 24
# ptlow ptup value err
0 0.25 64.788737384638 10.326861533893268
0.25 0.5 154.6996382449519 23.12938842964833
0.5 0.75 257.8327304082532 35.60183963902368
0.75 1. 323.9436869231899 41.39200599098071
1. 1.25 379.60911230876667 49.5387709024712
1.25 1.5 321.4314705756223 44.23509740443553
1.5 1.75 290.49154292663195 40.09093994472377
1.75 2. 281.6326747536304 39.1173563245151
2. 2.25 213.5383895432456 32.41783632750212
2.25 2.5 165.8062789394613 26.70522608777921
2.5 2.75 155.49296972313118 25.59954191355187
2.75 3. 112.52084798842229 21.50385260472273
3. 3.25 95.86088694665823 18.699002264976286
3.25 3.5 71.042833870951 15.446145544280423
3.5 3.75 52.14832249898209 12.56033709762447
3.75 4. 43.44812062161642 11.549824400930904
4. 4.25 30.063296365602326 10.625386167497577
4.25 4.5 20.362174606600508 8.200423938939212
4.5 4.75 22.993390675894993 7.9036083998632565
4.75 5. 15.985629285311699 6.522709467441883
5. 6. 7.853981633974482 2.135999068540379
6. 7. 2.8189711857969018 0.9844274395310242
7. 8. 1.269330365086785 0.5775540339770221
8. 9. 0.3326703331831615 0.33701599340960137
# experimental data d^2sigma/dpT/dy
# energy ylow yup nbin
200. 1.2 2.4 27
# ptlow ptup value err
0 0.25 46.22326459118203 6.876938364464145
0.25 0.5 130.32576606797454 19.72717533168508
0.5 0.75 188.73396000697534 26.785320173796816
0.75 1. 225.28874805043162 15.541265792358798
1. 1.25 243.16880741951348 21.97946696697154
1.25 1.5 228.73231504003255 23.71651159915445
1.5 1.75 205.5809492791769 21.07057833160707
1.75 2. 169.06589470098527 16.142255128463823
2. 2.25 143.64972142004595 13.113301034513704
2.25 2.5 117.76999104435262 9.78832212060889
2.5 2.75 87.6122909085012 7.390210915352064
2.75 3. 67.32173464669864 5.6004300105790525
3. 3.25 50.66016821239864 4.14882410653105
3.25 3.5 39.69373179936176 3.3736028545594063
3.5 3.75 29.574942645303576 2.7697135630272376
3.75 4. 22.705026501049673 1.8806138221490143
4. 4.25 14.335834267477201 1.3612409173373492
4.25 4.5 10.476390341439824 1.0166600790162583
4.5 4.75 7.105668038157352 0.8037353169134345
4.75 5. 5.475271513465516 0.7025636228086839
5. 5.25 5.538845057888918 0.6628452965299299
5.25 5.5 2.4489059091431393 0.4106816662419696
5.5 5.75 1.728405739011248 0.26654018793999384
5.75 6. 1.4939782939499517 0.27838641851510465
6. 6.5 0.6754689094986486 0.08083479225974755
6.5 7. 0.5220977335771907 0.10240139625890884
7. 8. 0.1033070096880286 0.033186364481908016
