    0.502513E-01    289.500        0.00000        0.00000        0.00000    
    0.150754        648.374        0.00000        0.00000        0.00000    
    0.251256        883.988        0.00000        0.00000        0.00000    
    0.351759        1059.18        0.00000        0.00000        0.00000    
    0.452261        1192.87        0.00000        0.00000        0.00000    
    0.552764        1295.83        0.00000        0.00000        0.00000    
    0.653266        1374.28        0.00000        0.00000        0.00000    
    0.753769        1435.17        0.00000        0.00000        0.00000    
    0.854271        1482.35        0.00000        0.00000        0.00000    
    0.954774        1518.02        0.00000        0.00000        0.00000    
     1.05528        1539.64        0.00000        0.00000        0.00000    
     1.15578        1550.92        0.00000        0.00000        0.00000    
     1.25628        1558.76        0.00000        0.00000        0.00000    
     1.35678        1555.16        0.00000        0.00000        0.00000    
     1.45729        1548.70        0.00000        0.00000        0.00000    
     1.55779        1537.13        0.00000        0.00000        0.00000    
     1.65829        1516.24        0.00000        0.00000        0.00000    
     1.75879        1494.97        0.00000        0.00000        0.00000    
     1.85930        1473.22        0.00000        0.00000        0.00000    
     1.95980        1440.27        0.00000        0.00000        0.00000    
     2.06030        1410.94        0.00000        0.00000        0.00000    
     2.16080        1377.63        0.00000        0.00000        0.00000    
     2.26131        1340.75        0.00000        0.00000        0.00000    
     2.36181        1305.98        0.00000        0.00000        0.00000    
     2.46231        1262.95        0.00000        0.00000        0.00000    
     2.56281        1218.51        0.00000        0.00000        0.00000    
     2.66332        1181.97        0.00000        0.00000        0.00000    
     2.76382        1135.45        0.00000        0.00000        0.00000    
     2.86432        1092.30        0.00000        0.00000        0.00000    
     2.96482        1048.51        0.00000        0.00000        0.00000    
     3.06533        1004.71        0.00000        0.00000        0.00000    
     3.16583        961.047        0.00000        0.00000        0.00000    
     3.26633        914.056        0.00000        0.00000        0.00000    
     3.36683        871.751        0.00000        0.00000        0.00000    
     3.46734        827.015        0.00000        0.00000        0.00000    
     3.56784        787.654        0.00000        0.00000        0.00000    
     3.66834        746.071        0.00000        0.00000        0.00000    
     3.76884        705.283        0.00000        0.00000        0.00000    
     3.86935        667.109        0.00000        0.00000        0.00000    
     3.96985        628.452        0.00000        0.00000        0.00000    
     4.07035        591.333        0.00000        0.00000        0.00000    
     4.17085        555.080        0.00000        0.00000        0.00000    
     4.27136        521.034        0.00000        0.00000        0.00000    
     4.37186        489.118        0.00000        0.00000        0.00000    
     4.47236        458.088        0.00000        0.00000        0.00000    
     4.57286        427.611        0.00000        0.00000        0.00000    
     4.67337        397.947        0.00000        0.00000        0.00000    
     4.77387        371.942        0.00000        0.00000        0.00000    
     4.87437        346.054        0.00000        0.00000        0.00000    
     4.97487        321.899        0.00000        0.00000        0.00000    
     5.07538        300.156        0.00000        0.00000        0.00000    
     5.17588        279.210        0.00000        0.00000        0.00000    
     5.27638        260.263        0.00000        0.00000        0.00000    
     5.37688        242.171        0.00000        0.00000        0.00000    
     5.47739        225.448        0.00000        0.00000        0.00000    
     5.57789        211.210        0.00000        0.00000        0.00000    
     5.67839        196.376        0.00000        0.00000        0.00000    
     5.77889        182.884        0.00000        0.00000        0.00000    
     5.87940        171.089        0.00000        0.00000        0.00000    
     5.97990        159.826        0.00000        0.00000        0.00000    
     6.08040        149.634        0.00000        0.00000        0.00000    
     6.18090        139.606        0.00000        0.00000        0.00000    
     6.28141        130.701        0.00000        0.00000        0.00000    
     6.38191        122.477        0.00000        0.00000        0.00000    
     6.48241        114.452        0.00000        0.00000        0.00000    
     6.58291        107.160        0.00000        0.00000        0.00000    
     6.68342        100.338        0.00000        0.00000        0.00000    
     6.78392        94.3781        0.00000        0.00000        0.00000    
     6.88442        88.4010        0.00000        0.00000        0.00000    
     6.98492        83.1648        0.00000        0.00000        0.00000    
     7.08543        78.1069        0.00000        0.00000        0.00000    
     7.18593        73.1598        0.00000        0.00000        0.00000    
     7.28643        69.0490        0.00000        0.00000        0.00000    
     7.38693        64.8879        0.00000        0.00000        0.00000    
     7.48744        60.8966        0.00000        0.00000        0.00000    
     7.58794        57.4314        0.00000        0.00000        0.00000    
     7.68844        54.1483        0.00000        0.00000        0.00000    
